code,description,last_updated
C7547,"Convert nephrostomy catheter to nephroureteral catheter, percutaneous via pre-existing nephrostomy tract, with ureteral stricture balloon dilation, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation",09/11/2025
C7548,"Exchange nephrostomy catheter, percutaneous, with ureteral stricture balloon dilation, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation",09/11/2025
C7549,"Change of ureterostomy tube or externally accessible ureteral stent via ileal conduit with ureteral stricture balloon dilation, including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation",09/11/2025
C7550,"Cystourethroscopy, with biopsy(ies) with adjunctive blue light cystoscopy with fluorescent imaging agent",09/11/2025
C7551,"Excision of major peripheral nerve neuroma, except sciatic, with implantation of nerve end into bone or muscle",09/11/2025
C7552,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with catheter placement(s) in bypass graft(s) (internal mammary, free arterial, venous grafts) including intraprocedural injection(s) for bypass graft angiography and right heart catheterization with intravascular doppler velocity and/or pressure derived coronary flow reserve measurement (coronary vessel or graft) during coronary angiography including pharmacologically induced stress, initial vessel",09/11/2025
C7553,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with right and left heart catheterization including intraprocedural injection(s) for left ventriculography, when performed, catheter placement(s) in bypass graft(s) (internal mammary, free arterial, venous grafts) with bypass graft angiography with pharmacologic agent administration (eg, inhaled nitric oxide, intravenous infusion of nitroprusside, dobutamine, milrinone, or other agent) including assessing hemodynamic measurements before, during, after and repeat pharmacologic agent administration, when performed",09/11/2025
C7554,Cystourethroscopy with adjunctive blue light cystoscopy with fluorescent imaging agent,09/11/2025
C7555,"Thyroidectomy, total or complete with parathyroid autotransplantation",09/11/2025
C7556,"Bronchoscopy, rigid or flexible, with bronchial alveolar lavage and transendoscopic endobronchial ultrasound (ebus) during bronchoscopic diagnostic or therapeutic intervention(s) for peripheral lesion(s), including fluoroscopic guidance, when performed",09/11/2025
C7557,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation with left heart catheterization including intraprocedural injection(s) for left ventriculography, when performed and intraprocedural coronary fractional flow reserve (ffr) with 3d functional mapping of color-coded ffr values for the coronary tree, derived from coronary angiogram data, for real-time review and interpretation of possible atherosclerotic stenosis(es) intervention",09/11/2025
C7558,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation with right and left heart catheterization including intraprocedural injection(s) for left ventriculography, when performed, catheter placement(s) in bypass graft(s) (internal mammary, free arterial, venous grafts) with bypass graft angiography with pharmacologic agent administration (eg, inhaled nitric oxide, intravenous infusion of nitroprusside, dobutamine, milrinone, or other agent) including assessing hemodynamic measurements before, during, after and repeat pharmacologic agent administration, when performed",09/11/2025
C7560,Endoscopic retrograde cholangiopancreatography (ercp) with removal of foreign body(s) or stent(s) from biliary/pancreatic duct(s) and endoscopic cannulation of papilla with direct visualization of pancreatic/common bile duct(s),09/11/2025
C7562,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with right and left heart catheterization including intraprocedural injection(s) for left ventriculography, when performed with intraprocedural coronary fractional flow reserve (ffr) with 3d functional mapping of color-coded ffr values for the coronary tree, derived from coronary angiogram data, for real-time review and interpretation of possible atherosclerotic stenosis(es) intervention",09/11/2025
C7563,"Transluminal balloon angioplasty (except lower extremity artery(ies) for occlusive disease, intracranial, coronary, pulmonary, or dialysis circuit), open or percutaneous, including all imaging and radiological supervision and interpretation necessary to perform the  angioplasty within the same artery, initial artery and all additional arteries",09/11/2025
C7564,"Percutaneous transluminal mechanical thrombectomy, vein(s), including intraprocedural pharmacological thrombolytic injections and fluoroscopic guidance with intravascular ultrasound (noncoronary vessel(s)) during diagnostic evaluation and/or therapeutic intervention, including radiological supervision and interpretation",09/11/2025
C7565,"Repair of anterior abdominal hernia(s) (ie, epigastric, incisional, ventral, umbilical, spigelian), any approach (i.e., open, laparoscopic, robotic), recurrent, including implantation of mesh or other prosthesis when performed, total length of defect(s) less than 3 cm, reducible with removal of total or near total non-infected mesh or other prosthesis at the time of initial or recurrent anterior abdominal hernia repair or parastomal hernia repair",09/11/2025
C7900,"Service for diagnosis, evaluation, or treatment of a mental health  or substance use disorder, 15-29 minutes, provided remotely by hospital staff who are licensed to provide mental health services under applicable state law(s), when the patient is in their home, and there is no associated professional service",09/11/2025
C7901,"Service for diagnosis, evaluation, or treatment of a mental health or substance use disorder, 30-60 minutes, provided remotely by hospital staff who are licensed to provided mental health services under applicable state law(s), when the patient is in their home, and there is no associated professional service",09/11/2025
C7902,"Service for diagnosis, evaluation, or treatment of a mental health or substance use disorder, each additional 15 minutes, provided remotely by hospital staff who are licensed to provide mental health services under applicable state law(s), when the patient is in their home, and there is no associated professional service (list separately in addition to code for primary service)",09/11/2025
C7903,"Group psychotherapy service for diagnosis, evaluation, or treatment of a mental health or substance use disorder provided remotely by hospital staff who are licensed to provide mental health services under applicable state law(s), when the patient is in their home, and there is no associated professional service",09/11/2025
C8000,"Support device, extravascular, for arteriovenous fistula (implantable)",09/11/2025
C8001,"3d anatomical segmentation imaging for preoperative planning, data preparation and transmission, obtained from previous diagnostic computed tomographic or magnetic resonance examination of the same anatomy",09/11/2025
C8002,"Preparation of skin cell suspension autograft, automated, including all enzymatic processing and device components (do not report with manual suspension preparation)",09/11/2025
C8003,"Implantation of medial knee extraarticular implantable shock absorber spanning the knee joint from distal femur to proximal tibia, open, includes measurements, positioning and adjustments, with imaging guidance (e.g., fluoroscopy)",09/11/2025
C8004,"Simulation angiogram with use of a pressure-generating catheter (e.g., one-way valve, intermittently occluding), inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the angiogram, for subsequent therapeutic radioembolization of tumors",09/11/2025
C8005,"Bronchoscopy, rigid or flexible, non-thermal transbronchial ablation of lesion(s) by pulsed electric field (pef) energy, including fluoroscopic and/or ultrasound guidance, when performed, with computed tomography acquisition(s) and 3d rendering, computer-assisted, image-guided navigation, and endobronchial ultrasound (ebus) guided transtracheal and/or transbronchial sampling (e.g., aspiration[s]/biopsy[ies]) of lung(s) and all mediastinal and/or hilar lymph node stations or structures, and therapeutic intervention(s)",09/11/2025
C8006,"Insertion of pleural-peritoneal shunt with intercostal pump chamber, including imaging, injection(s) of contrast with radiological supervision and interpretation, when performed",09/11/2025
