code,description,detailed_description,last_updated
F654,Paedophilia,Paedophilia,09/11/2025
F655,Sadomasochism,Sadomasochism,09/11/2025
F656,Multiple disorders of sexual preference,Multiple disorders of sexual preference,09/11/2025
F658,Other disorders of sexual preference,Other disorders of sexual preference,09/11/2025
F659,"Disorder of sexual preference, unspecified","Disorder of sexual preference, unspecified",09/11/2025
F66,Psychological and behavioural disorders associated with sexual development and orientation,N/A,09/11/2025
F660,Sexual maturation disorder,Sexual maturation disorder,09/11/2025
F661,Egodystonic sexual orientation,Egodystonic sexual orientation,09/11/2025
F662,Sexual relationship disorder,Sexual relationship disorder,09/11/2025
F668,Other psychosexual development disorders,Other psychosexual development disorders,09/11/2025
F669,"Psychosexual development disorder, unspecified","Psychosexual development disorder, unspecified",09/11/2025
F68,Other disorders of adult personality and behaviour,N/A,09/11/2025
F680,Elaboration of physical symptoms for psychological reasons,Elaboration of physical symptoms for psychological reasons,09/11/2025
F681,"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]","Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]",09/11/2025
F688,Other specified disorders of adult personality and behaviour,Other specified disorders of adult personality and behaviour,09/11/2025
F69,Unspecified disorder of adult personality and behaviour,N/A,09/11/2025
F70,Mild mental retardation,N/A,09/11/2025
F700,"Mild mental retardation: With the statement of no, or minimal, impairment of behaviour","With the statement of no, or minimal, impairment of behaviour",09/11/2025
F701,Mild mental retardation: Significant impairment of behaviour requiring attention or treatment,Significant impairment of behaviour requiring attention or treatment,09/11/2025
F708,Mild mental retardation: Other impairments of behaviour,Other impairments of behaviour,09/11/2025
F709,Mild mental retardation: Without mention of impairment of behaviour,Without mention of impairment of behaviour,09/11/2025
F71,Moderate mental retardation,N/A,09/11/2025
F710,"Moderate mental retardation: With the statement of no, or minimal, impairment of behaviour","With the statement of no, or minimal, impairment of behaviour",09/11/2025
F711,Moderate mental retardation: Significant impairment of behaviour requiring attention or treatment,Significant impairment of behaviour requiring attention or treatment,09/11/2025
F718,Moderate mental retardation: Other impairments of behaviour,Other impairments of behaviour,09/11/2025
F719,Moderate mental retardation: Without mention of impairment of behaviour,Without mention of impairment of behaviour,09/11/2025
F72,Severe mental retardation,N/A,09/11/2025
F720,"Severe mental retardation: With the statement of no, or minimal, impairment of behaviour","With the statement of no, or minimal, impairment of behaviour",09/11/2025
F721,Severe mental retardation: Significant impairment of behaviour requiring attention or treatment,Significant impairment of behaviour requiring attention or treatment,09/11/2025
F728,Severe mental retardation: Other impairments of behaviour,Other impairments of behaviour,09/11/2025
F729,Severe mental retardation: Without mention of impairment of behaviour,Without mention of impairment of behaviour,09/11/2025
F73,Profound mental retardation,N/A,09/11/2025
F730,"Profound mental retardation: With the statement of no, or minimal, impairment of behaviour","With the statement of no, or minimal, impairment of behaviour",09/11/2025
F731,Profound mental retardation: Significant impairment of behaviour requiring attention or treatment,Significant impairment of behaviour requiring attention or treatment,09/11/2025
F738,Profound mental retardation: Other impairments of behaviour,Other impairments of behaviour,09/11/2025
F739,Profound mental retardation: Without mention of impairment of behaviour,Without mention of impairment of behaviour,09/11/2025
F78,Other mental retardation,N/A,09/11/2025
F780,"Other mental retardation: With the statement of no, or minimal, impairment of behaviour","With the statement of no, or minimal, impairment of behaviour",09/11/2025
F781,Other mental retardation: Significant impairment of behaviour requiring attention or treatment,Significant impairment of behaviour requiring attention or treatment,09/11/2025
F788,Other mental retardation: Other impairments of behaviour,Other impairments of behaviour,09/11/2025
F789,Other mental retardation: Without mention of impairment of behaviour,Without mention of impairment of behaviour,09/11/2025
F79,Unspecified mental retardation,N/A,09/11/2025
F790,"Unspecified mental retardation: With the statement of no, or minimal, impairment of behaviour","With the statement of no, or minimal, impairment of behaviour",09/11/2025
F791,Unspecified mental retardation: Significant impairment of behaviour requiring attention or treatment,Significant impairment of behaviour requiring attention or treatment,09/11/2025
F798,Unspecified mental retardation: Other impairments of behaviour,Other impairments of behaviour,09/11/2025
F799,Unspecified mental retardation: Without mention of impairment of behaviour,Without mention of impairment of behaviour,09/11/2025
F80,Specific developmental disorders of speech and language,N/A,09/11/2025
F800,Specific speech articulation disorder,Specific speech articulation disorder,09/11/2025
F801,Expressive language disorder,Expressive language disorder,09/11/2025
F802,Receptive language disorder,Receptive language disorder,09/11/2025
F803,Acquired aphasia with epilepsy [Landau-Kleffner],Acquired aphasia with epilepsy [Landau-Kleffner],09/11/2025
F808,Other developmental disorders of speech and language,Other developmental disorders of speech and language,09/11/2025
F809,"Developmental disorder of speech and language, unspecified","Developmental disorder of speech and language, unspecified",09/11/2025
F81,Specific developmental disorders of scholastic skills,N/A,09/11/2025
F810,Specific reading disorder,Specific reading disorder,09/11/2025
F811,Specific spelling disorder,Specific spelling disorder,09/11/2025
F812,Specific disorder of arithmetical skills,Specific disorder of arithmetical skills,09/11/2025
F813,Mixed disorder of scholastic skills,Mixed disorder of scholastic skills,09/11/2025
F818,Other developmental disorders of scholastic skills,Other developmental disorders of scholastic skills,09/11/2025
F819,"Developmental disorder of scholastic skills, unspecified","Developmental disorder of scholastic skills, unspecified",09/11/2025
F82,Specific developmental disorder of motor function,N/A,09/11/2025
F83,Mixed specific developmental disorders,N/A,09/11/2025
F84,Pervasive developmental disorders,N/A,09/11/2025
F840,Childhood autism,Childhood autism,09/11/2025
F841,Atypical autism,Atypical autism,09/11/2025
F842,Rett syndrome,Rett syndrome,09/11/2025
F843,Other childhood disintegrative disorder,Other childhood disintegrative disorder,09/11/2025
F844,Overactive disorder associated with mental retardation and stereotyped movements,Overactive disorder associated with mental retardation and stereotyped movements,09/11/2025
F845,Asperger syndrome,Asperger syndrome,09/11/2025
F848,Other pervasive developmental disorders,Other pervasive developmental disorders,09/11/2025
F849,"Pervasive developmental disorder, unspecified","Pervasive developmental disorder, unspecified",09/11/2025
F88,Other disorders of psychological development,N/A,09/11/2025
F89,Unspecified disorder of psychological development,N/A,09/11/2025
F90,Hyperkinetic disorders,N/A,09/11/2025
F900,Disturbance of activity and attention,Disturbance of activity and attention,09/11/2025
F901,Hyperkinetic conduct disorder,Hyperkinetic conduct disorder,09/11/2025
F908,Other hyperkinetic disorders,Other hyperkinetic disorders,09/11/2025
F909,"Hyperkinetic disorder, unspecified","Hyperkinetic disorder, unspecified",09/11/2025
F91,Conduct disorders,N/A,09/11/2025
F910,Conduct disorder confined to the family context,Conduct disorder confined to the family context,09/11/2025
F911,Unsocialized conduct disorder,Unsocialized conduct disorder,09/11/2025
F912,Socialized conduct disorder,Socialized conduct disorder,09/11/2025
F913,Oppositional defiant disorder,Oppositional defiant disorder,09/11/2025
F918,Other conduct disorders,Other conduct disorders,09/11/2025
F919,"Conduct disorder, unspecified","Conduct disorder, unspecified",09/11/2025
F92,Mixed disorders of conduct and emotions,N/A,09/11/2025
F920,Depressive conduct disorder,Depressive conduct disorder,09/11/2025
F928,Other mixed disorders of conduct and emotions,Other mixed disorders of conduct and emotions,09/11/2025
F929,"Mixed disorder of conduct and emotions, unspecified","Mixed disorder of conduct and emotions, unspecified",09/11/2025
F93,Emotional disorders with onset specific to childhood,N/A,09/11/2025
F930,Separation anxiety disorder of childhood,Separation anxiety disorder of childhood,09/11/2025
F931,Phobic anxiety disorder of childhood,Phobic anxiety disorder of childhood,09/11/2025
F932,Social anxiety disorder of childhood,Social anxiety disorder of childhood,09/11/2025
F933,Sibling rivalry disorder,Sibling rivalry disorder,09/11/2025
F938,Other childhood emotional disorders,Other childhood emotional disorders,09/11/2025
F939,"Childhood emotional disorder, unspecified","Childhood emotional disorder, unspecified",09/11/2025
F94,Disorders of social functioning with onset specific to childhood and adolescence,N/A,09/11/2025
F940,Elective mutism,Elective mutism,09/11/2025
F941,Reactive attachment disorder of childhood,Reactive attachment disorder of childhood,09/11/2025
F942,Disinhibited attachment disorder of childhood,Disinhibited attachment disorder of childhood,09/11/2025
F948,Other childhood disorders of social functioning,Other childhood disorders of social functioning,09/11/2025
F949,"Childhood disorder of social functioning, unspecified","Childhood disorder of social functioning, unspecified",09/11/2025
F95,Tic disorders,N/A,09/11/2025
F950,Transient tic disorder,Transient tic disorder,09/11/2025
F951,Chronic motor or vocal tic disorder,Chronic motor or vocal tic disorder,09/11/2025
F952,Combined vocal and multiple motor tic disorder [de la Tourette],Combined vocal and multiple motor tic disorder [de la Tourette],09/11/2025
F958,Other tic disorders,Other tic disorders,09/11/2025
F959,"Tic disorder, unspecified","Tic disorder, unspecified",09/11/2025
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence,N/A,09/11/2025
F980,Nonorganic enuresis,Nonorganic enuresis,09/11/2025
F981,Nonorganic encopresis,Nonorganic encopresis,09/11/2025
F982,Feeding disorder of infancy and childhood,Feeding disorder of infancy and childhood,09/11/2025
F983,Pica of infancy and childhood,Pica of infancy and childhood,09/11/2025
F984,Stereotyped movement disorders,Stereotyped movement disorders,09/11/2025
F985,Stuttering [stammering],Stuttering [stammering],09/11/2025
F986,Cluttering,Cluttering,09/11/2025
F988,Other specified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Other specified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,09/11/2025
F989,Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence,09/11/2025
